Coin,classification,rows,realized_trades,realized_rate,notional_usd,gross_pnl,fees,net_pnl,avg_net_per_row,avg_net_per_realized,median_net_realized,win_rate_realized,profit_factor,gross_win_sum,gross_loss_sum,pnl_per_1k_notional,avg_fee_bps
BTC,Extreme Fear,1765.0,667.0,0.3779036827195467,36751523.269999996,3056.840313000008,9669.372018999999,-6612.531706000027,-3.74647688725214,-2.2539706476761703,5.3856280000000005,0.8035982008995503,0.9863300856464056,108475.22932299999,-109978.62774499999,-0.17992537771618813,2.6310125836044023
kPEPE,Greed,467.0,350.0,0.7494646680942184,363931.51,-6949.144929000001,90.352303,-7039.497232,-15.073869875802997,-19.979023477142853,-23.46387,0.11714285714285715,0.0994957407049813,772.611236,-7765.269453,-19.34291766052354,2.4826732645381546
POPCAT,Greed,551.0,386.0,0.7005444646098004,361826.79000000004,-9816.412248,70.987512,-9887.39976,-17.944464174228674,-25.521167937823837,-27.392996,0.13730569948186527,0.09539254141316084,1038.824312,-10889.995136,-27.32633412799533,1.9619197351307234
FARTCOIN,Fear,951.0,433.0,0.45531019978969506,1156506.3599999999,-10811.779569,225.28397,-11037.063538999999,-11.605745046267087,-25.28897517321016,0.509541,0.6882217090069284,0.31893858591551916,5127.9043409999995,-16078.030591000002,-9.543452522820541,1.9479700051109103
PURR/USDC,Neutral,189.0,127.0,0.671957671957672,103699.25,-12286.961953,93.43337599999998,-12380.395329,-65.50473719047619,-96.95752271653544,-4.486834,0.023622047244094488,0.004845083624018424,59.950915,-12373.5563,-119.38751079684762,9.01003392020675
XRP,Extreme Fear,812.0,397.0,0.48891625615763545,3818933.1,-11974.341082000004,463.116069,-12437.457151,-15.317065456896552,-30.725011745591942,-12.61332,0.34760705289672544,0.7033247824844079,28917.265036000004,-41115.094698999994,-3.2567884341833584,1.212684424872486
@107,Fear,5462.0,2969.0,0.5435737824972537,8182406.93,-12514.843273999995,1198.6946486400002,-13713.537922640007,-2.5107173054998184,-4.600076818794205,2.054462,0.7537891545975076,0.80634211714602,56866.885947999996,-70524.514023,-1.6759784791881533,1.4649658210533416
MELANIA,Extreme Greed,266.0,149.0,0.5601503759398496,455011.5900000001,-18726.171999000002,120.924128,-18847.096127,-70.85374483834586,-126.25013651006714,0.065868,0.5033557046979866,0.289947083930075,7681.50212,-26492.77246,-41.42113418913131,2.657605446929384
PAXG,Neutral,233.0,233.0,1.0,791035.4099999999,-19037.340560999997,218.127806,-19255.468366999998,-82.64149513733905,-82.64149513733905,-19.631545000000003,0.0,0.0,0.0,-19255.468366999998,-24.34210671681562,2.7574973666475944
ETH,Extreme Greed,2024.0,713.0,0.3522727272727273,16009910.170000002,-42016.070134999994,3785.5887500000003,-45801.658885,-22.62927810523715,-61.20768792426368,3.342123,0.6942496493688639,0.7132488379290013,108550.39063800001,-152191.47212800002,-2.8608317222681827,2.364528413840563
@107,Extreme Fear,1519.0,886.0,0.5832784726793944,2484219.74,-136085.3683,346.65061828,-136432.01891828,-89.81699731289005,-153.9720728115124,-1.9842760000000002,0.4198645598194131,0.10132484594335989,15381.15312,-151800.40963100002,-54.91946494164803,1.3954104489967543
FARTCOIN,Extreme Fear,565.0,329.0,0.5823008849557522,978107.5900000001,-138014.106207,219.11678,-138233.22298700002,-244.6605716584071,-419.9807090486322,-120.431009,0.1580547112462006,0.015764593510843142,2213.1407420000005,-140386.79401900002,-141.32721635152632,2.2402114270476114
TRUMP,Greed,510.0,369.0,0.7235294117647059,1730002.4700000002,-432914.83631499996,467.12591000000003,-433381.96222499997,-849.7685533823528,-1174.3416535392953,-23.595921999999998,0.3956639566395664,0.012640394242205122,5547.612209999999,-438879.682366,-250.50944709055815,2.7001459136645045
