Account,classification,rows,realized_trades,realized_rate,notional_usd,gross_pnl,fees,net_pnl,avg_net_per_row,avg_net_per_realized,median_net_realized,win_rate_realized,profit_factor,gross_win_sum,gross_loss_sum,pnl_per_1k_notional,avg_fee_bps
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,Extreme Fear,170.0,62.0,0.36470588235294116,366532.65,-4235.153050999999,63.290547180000004,-4298.44359818,-25.284962342235293,-69.28109262903226,7.8928685,0.8225806451612904,0.24374956081432017,1384.4734119999998,-5679.901155,-11.7273143284234,1.726736954538702
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,Neutral,720.0,394.0,0.5472222222222223,1084672.1199999999,-11933.080124999999,261.61390739,-12194.69403239,-16.93707504498611,-30.75225841370559,1.6205565,0.6598984771573604,0.1762407224273881,2592.263726,-14708.653541,-11.242746824164708,2.4119169522860053
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,Extreme Fear,391.0,191.0,0.4884910485933504,224065.45999999996,-14527.442518000003,54.99003924,-14582.432557240001,-37.2952239315601,-76.22656761256546,2.579513,0.5392670157068062,0.35541550616885215,8027.794548,-22587.068962,-65.08112654775083,2.454195271328299
0x271b280974205ca63b716753467d5a371de622ab,Neutral,599.0,235.0,0.39232053422370616,4848220.23,-19038.340561,1388.05355,-20426.394111,-34.10082489315526,-81.9641170255319,-19.340798,0.0,0.0,0.0,-19261.567500999998,-4.21317373014633,2.863016703348065
0x4f93fead39b70a1824f981a54d4e55b278e9f760,Fear,1156.0,477.0,0.4126297577854671,17929601.08,-19126.158063999996,5814.281086000001,-24940.43915000002,-21.57477435121109,-46.055890398322845,29.332506,0.8238993710691824,0.806909735316131,91805.381431,-113774.041151,-1.3910203042844287,3.2428390682298445
0x8477e447846c758f5a675856001ea72298fd9cb5,Greed,6804.0,3366.0,0.4947089947089947,4577661.859999999,-24036.539128,1361.5405713999999,-25398.0796994,-3.7328159464138744,-7.317276691919191,-3.8207245000000003,0.398989898989899,0.5762366895436127,33492.004685,-58121.95803,-5.548264698476442,2.974314427409455
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,Extreme Fear,574.0,278.0,0.4843205574912892,463208.61,-25666.012284,154.00621827499998,-25820.018502274997,-44.982610631141114,-92.6176961151079,0.5476019999999999,0.5755395683453237,0.08914027037642527,2519.771821,-28267.491340999997,-55.741663572002686,3.324770199651513
0xb899e522b5715391ae1d4f137653e7906c5e2115,Extreme Fear,1577.0,830.0,0.5263157894736842,32610576.830000002,-33221.806818000005,8805.040339,-42026.847157,-26.64987137412809,-45.15366219156627,1.2088595,0.6325301204819277,0.3987223405761522,24852.299236,-62329.83885500001,-1.2887489655913578,2.7000566058371063
0x083384f897ee0f19899168e3b1bec365f52a9012,Extreme Greed,945.0,246.0,0.26031746031746034,11415855.67,-40282.33590399999,1795.973591,-42078.309494999994,-44.52731163492063,-166.35867845121948,-6.579468,0.25609756097560976,0.7345347233272373,113236.171358,-154160.406257,-3.685953178751076,1.5732273102573309
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,Extreme Fear,263.0,187.0,0.7110266159695817,426110.78,-56967.825773000004,41.722010999999995,-57009.54778400001,-216.76634138403045,-304.7981046951872,-95.876218,0.15508021390374332,0.1454231047878016,9699.204908,-66696.450486,-133.79043774485126,0.9791353084284793
0x72743ae2822edd658c0c50608fd7c5c501b2afbd,Fear,311.0,156.0,0.5016077170418006,1330382.25,-58219.752261,127.39115396,-58347.14341495999,-187.61139361723468,-373.7675989679486,-8.824787,0.32051282051282054,0.03640417301086089,2202.837739,-60510.583177999986,-43.8574277542864,0.9575530187658472
0x513b8629fe877bb581bf244e326a047b249c4ff1,Extreme Fear,346.0,157.0,0.45375722543352603,3336829.2199999997,-71121.820704,537.5678780000001,-71659.38858200001,-207.10805948554918,-454.68689882165603,26.269368,0.6687898089171974,0.22579226200160107,20819.180952,-92205.024067,-21.475294016395605,1.611014057231254
0x39cef799f8b69da1995852eea189df24eb5cae3c,Extreme Fear,1668.0,1057.0,0.6336930455635491,6740754.4399999995,-76179.494853,626.96220466,-76806.45705766,-46.047036605311746,-72.40611917123935,-5.492408,0.4768211920529801,0.6326837475338435,131824.7,-208357.96796399998,-11.394341351746377,0.9301068748915886
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,Neutral,413.0,149.0,0.36077481840193704,4416024.05,-90302.55371799998,1269.64353543,-91572.19725343,-221.72444855552058,-610.7771114496645,-20.186828,0.44966442953020136,0.34367230899183215,47653.283983,-138659.073589,-20.736344779062062,2.875082927662045
0x271b280974205ca63b716753467d5a371de622ab,Greed,540.0,306.0,0.5666666666666667,10486688.129999999,-100019.80637400002,2760.2899079999997,-102780.096282,-190.33351163333333,-333.44472697712416,-2.2672309999999998,0.4215686274509804,0.1168394044544777,13498.792807999998,-115532.87926300001,-9.801006286052298,2.6321846075535
0x8170715b3b381dffb7062c0298972d4727a0a63b,Greed,1653.0,1290.0,0.7803992740471869,2908242.6799999997,-360101.898234,667.417642,-360769.31587600004,-218.25124977374472,-279.6253318620155,4.2889289999999995,0.7007751937984497,0.1913971183340695,85382.001832,-446098.679934,-124.05062285792467,2.2949172934907898
