Account,classification,rows,realized_trades,realized_rate,notional_usd,gross_pnl,fees,net_pnl,avg_net_per_row,avg_net_per_realized,median_net_realized,win_rate_realized,profit_factor,gross_win_sum,gross_loss_sum,pnl_per_1k_notional,avg_fee_bps
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,Extreme Greed,310.0,57.0,0.18387096774193548,893183.5,6053.160570000001,145.103459,5908.0571109999955,19.058248745161276,104.86072714035087,-0.138097,0.45614035087719296,1.3164976053055097,24862.074624999997,-18885.013178,6.61460619346416,1.6245649298268494
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,Neutral,887.0,442.0,0.4983089064261556,609457.49,5505.749364,171.2468637489,5334.502500251099,6.014095265221082,12.265422321266968,5.198359999999999,0.916289592760181,6.25692497835783,6452.588119999999,-1031.2714540000002,8.752870524654803,2.809824582661213
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,Neutral,656.0,345.0,0.5259146341463414,311075.04000000004,4029.241688,74.66387324600001,3954.5778147540004,6.028319839564025,11.535661518840579,5.481250999999999,0.8347826086956521,2.174176274720569,7369.245942,-3389.442718,12.71261691312167,2.400188496190501
0x2c229d22b100a7beb69122eed721cee9b24011dd,Fear,381.0,267.0,0.7007874015748031,584523.8600000001,3979.190771999999,171.61459000000002,3807.576182,9.993638272965878,14.636405561797753,2.442502,0.6179775280898876,2.481644574887214,6545.476113999999,-2637.5558290000004,6.513979056389587,2.935972365610533
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,Fear,544.0,287.0,0.5275735294117647,2004454.72,4036.5523189999994,271.980091,3764.5722279999995,6.920169536764705,13.670105909407665,2.705729,0.8885017421602788,5.935038835212812,4718.313207,-794.9928110000001,1.8781029027186007,1.3568781987751763
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,Extreme Fear,825.0,397.0,0.4812121212121212,2847955.2800000003,3222.8221320000002,413.96121600000004,2808.8609159999996,3.4046798981818176,7.7590349017632265,2.242602,0.9848866498740554,7.396084479506242,3561.934131,-481.5972750000001,0.9862728308009103,1.453538329436128
0xb899e522b5715391ae1d4f137653e7906c5e2115,Neutral,314.0,168.0,0.535031847133758,7574996.959999999,4017.9489279999993,1893.7491209999998,2124.199807000001,6.764967538216563,18.284289113095237,0.005013,0.5119047619047619,2.041060896397364,6022.366612999999,-2950.606042,0.2804225293048832,2.4999998429042276
0x6d6a4b953f202f8df5bed40692e7fd865318264a,Fear,359.0,82.0,0.22841225626740946,305149.82999999996,2040.359057,84.42407591950001,1955.9349810805002,5.448286855377438,24.40204281707317,11.680017,0.9512195121951219,21.8361733901418,2097.00086,-96.03334899999999,6.409752812513448,2.766643386938804
0x8477e447846c758f5a675856001ea72298fd9cb5,Extreme Fear,539.0,167.0,0.3098330241187384,738773.05,1774.309786,214.616356,1559.69343,2.8936798330241187,10.191489245508983,2.7303479999999998,0.8023952095808383,5.1435575937050135,2112.731702,-410.752998,2.111194270012963,2.9050376973009504
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,Extreme Fear,270.0,62.0,0.22962962962962963,162539.16999999998,1011.258943,23.570992999999998,987.6879500000001,3.658103518518519,16.08163993548387,7.7252835,0.9838709677419355,940.4985969640148,998.122946,-1.06127,6.07661494764616,1.4501730875086911
0x8477e447846c758f5a675856001ea72298fd9cb5,Neutral,2195.0,942.0,0.42915717539863324,2053464.9300000002,808.3427169999986,635.273437,173.06928000000153,0.07884705239180025,0.5970073269639065,1.530424,0.6390658174097664,1.061436205320461,9716.281262,-9153.90036,0.08428158546637633,3.0936658703978934
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,Fear,256.0,193.0,0.75390625,338174.44999999995,-467.05889599999955,48.742691,-515.8015869999999,-2.0148499492187497,-2.5641791554404154,-0.017115,0.3005181347150259,0.8617227246024269,3084.057075,-3578.943652,-1.5252529781596451,1.4413475352735845
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,Fear,2622.0,1572.0,0.5995423340961098,2573742.54,-1658.736801,576.03277151,-2234.769572510001,-0.8523148636575137,-1.352654122137403,1.0844785,0.7868956743002544,0.8567025708222522,12712.500212,-14838.872492,-0.8682956969386694,2.2381134187182528
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Neutral,1464.0,1197.0,0.8176229508196722,2645447.29,-2605.9564709999995,431.19090700000004,-3037.1473779999997,-2.074554219945355,-2.4038168663324972,4.272352000000001,0.8738512949039264,0.894318413356721,24349.406284999997,-27226.775073999997,-1.1480657314476297,1.629935733854671
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,Greed,102.0,81.0,0.7941176470588235,156310.59,-3531.989984,29.548333500000005,-3561.5383174999993,-34.917042328431364,-43.668385604938265,0.34783200000000003,0.9135802469135802,0.014389671490333692,51.64137400000001,-3588.780608,-22.785009752058382,1.8903603076413444
