month,classification,rows,realized_trades,realized_rate,notional_usd,gross_pnl,fees,net_pnl,avg_net_per_row,avg_net_per_realized,median_net_realized,win_rate_realized,profit_factor,gross_win_sum,gross_loss_sum,pnl_per_1k_notional,avg_fee_bps
2024-12,Greed,10692.0,5890.0,0.5508791619902731,32628518.22,990708.0116089999,5744.49216033,984963.51944867,92.1215412877544,167.57933013989813,9.875396,0.8290322580645161,4.22319901237266,1293272.88153,-306230.627006,30.187197371559648,1.760574023496063
2025-01,Extreme Greed,10328.0,5023.0,0.4863477924089853,39377188.24,394602.35930999997,10192.590707970001,384409.76860203,37.22015575155209,77.567020413697,9.49991,0.8952817041608601,6.939399273610259,455218.22613699996,-65599.082599,9.762245243593602,2.588450614057862
2025-01,Greed,8670.0,3900.0,0.44982698961937717,26036360.020000003,383260.39855600003,6888.6529502700005,376371.74560573,43.41081264195271,97.42169750153845,7.890465,0.9256410256410257,26.737182380659753,394707.099483,-14762.479227,14.45562072872773,2.6457818777196334
2025-01,Neutral,819.0,488.0,0.5958485958485958,6547449.680000002,-10116.875551999998,2094.17917505,-12211.054727050003,-14.909712731440784,-23.151541750000007,9.224145,0.8831967213114754,0.8016229473974735,45653.95928,-56951.911654,-1.8650093278838302,3.198465474957265
2025-02,Extreme Fear,3085.0,1679.0,0.5442463533225284,11070517.330000002,252332.00436000002,2144.7167839400004,250187.28757606004,81.09798624831768,149.35184451101847,6.177556,0.8374032162001191,5.576043792354008,305560.55531799997,-54798.808384,22.59942151918026,1.9373229994663674
2025-02,Fear,12975.0,5240.0,0.40385356454720617,53196772.92,655564.497998,8206.09600449,647358.4019935101,49.892747745164556,124.43307124007632,5.4039269999999995,0.8108778625954198,6.147969668118755,778686.856441,-126657.563143,12.169129186972308,1.5425928217169755
2025-02,Greed,6338.0,2736.0,0.43168191858630484,26675407.880000003,731725.34671,6153.09634881,725572.2503611901,114.47968607781478,266.21774813048245,14.4865235,0.9210526315789473,24.74948605361787,759040.707141,-30668.948255999996,27.200043336739036,2.30665501966825
2025-02,Neutral,21732.0,10064.0,0.46309589545370883,56721448.150000006,757357.1844539999,11682.173451980001,745675.01100202,34.31230494211393,74.60803455266296,5.115607000000001,0.900039745627981,8.968246928261852,845086.1823609999,-94230.92262299999,13.146261869585569,2.0595689695873887
2025-03,Extreme Fear,10433.0,4712.0,0.45164382248634144,51410468.269999996,375109.28516400006,10508.17425479,364601.1109092099,34.94690989257259,78.44486427483022,10.0465175,0.7873514431239389,2.7204827718641305,584474.3404179999,-214842.13995500002,7.091962457808788,2.0439755964879875
2025-03,Fear,23501.0,12611.0,0.5366154631717799,121248836.78,1519373.2877169999,26209.0696656084,1493164.2180513917,63.53619922775165,119.40489955641901,9.614391,0.901276663230513,17.17798995310998,1598893.2031069999,-93078.014801,12.314874581111768,2.161593493318493
2025-03,Neutral,6914.0,3798.0,0.5493202198437952,23281459.88,258768.390389,5442.0178944,253326.37249460001,36.63962575854788,67.32258412901527,3.190944,0.6998420221169036,6.841901094085549,299459.661938,-43768.487416,10.88103468598293,2.337489969464922
2025-04,Extreme Fear,7724.0,3948.0,0.5111341273951321,51886451.010000005,112547.20989999999,11152.8071506569,101394.40274934305,13.12718834144783,27.19504645694022,3.070544,0.6980749746707193,1.2918517318680525,475244.7697940001,-367878.72638199996,1.9541595305834552,2.149464250023081
2025-04,Fear,24068.0,11549.0,0.4798487618414492,302359539.49,1268535.612897,54776.693561356406,1213758.9193356435,50.43040216618097,107.34483374101654,3.7664,0.8224088665685341,6.116119370032057,1482043.0297189998,-242317.54484399996,4.014290144054762,1.8116409905157977
2025-04,Greed,14868.0,8133.0,0.5470137207425343,152739874.18,-209767.246338,31815.387002758303,-241582.6333407583,-16.248495651113686,-27.432311044632986,0.936822,0.6302717324480511,0.636482838250997,390638.41394800006,-613745.399674,-1.581660549595971,2.0829784739291255
2025-04,Neutral,5698.0,2576.0,0.4520884520884521,74049701.52,144255.598858,14325.273374794999,129930.325483205,22.802794925097402,52.92132126358696,1.9742899999999999,0.7437888198757764,3.0359860083231296,203283.211801,-66957.888226,1.7546367212312433,1.9345484290609738
2025-05,Neutral,1230.0,674.0,0.5479674796747968,10720240.52,54536.829297000004,2652.6136779658,51884.21561903419,42.18228912116601,77.90180353115724,9.01062,0.7848664688427299,1.4566723692698251,167480.618334,-114974.802754,4.83983689752459,2.4743975408173022
